t_max1,sigma_max,t_max2,N1_max,rate,strain_max1,strain_max2,sigma_max_steady,N1_max_steady
38.3640572552146,1.02701191137643,38.3640572552146,0.00658666559265277,0.001,0.0383640572552146,0.0383640572552146,1.00005483639286,1.00029244353196
44.3521040233273,1.62764450872493,44.3521040233273,0.0165447454742613,0.00158489319246111,0.0702933477378986,0.0702933477378986,1.00005112111917,1.00033549766851
35.563117041476,2.57935547107327,35.563117041476,0.0415426248211158,0.00251188643150958,0.0893305111586707,0.0893305111586707,1.00002252087711,1.00009289802524
46.3931605535052,4.08947454911617,46.3931605535052,0.104458216374597,0.00398107170553497,0.184694498809901,0.184694498809901,1.00059039369344,1.0014787211188
40.1596855342824,6.48260488022267,40.1596855342824,0.262314816782321,0.00630957344480193,0.253390485398704,0.253390485398704,1.00130134681023,1.00208667630608
41.3110753203508,10.2480257778567,41.3110753203508,0.65629620386403,0.01,0.413110753203508,0.413110753203508,1.00005238528273,1.00032774483043
40.2521762183554,16.1891603100012,40.2521762183554,1.63946257512183,0.0158489319246111,0.637954000702166,0.637954000702166,1.00005210613665,1.00032304827212
40.2470411761949,25.4521060231883,40.2470411761949,4.06237408061826,0.0251188643150958,1.01095996638891,1.01095996638891,1.00004993436815,1.00033132140317
42.0503720456536,39.5607991771021,42.0503720456536,9.8734501948868,0.0398107170553497,1.6740554635817,1.6740554635817,1.00004354366663,1.00036584351547
56.0495064528173,59.9690546292085,56.0495064528173,22.993362943871,0.0630957344480193,3.53648477508951,3.53648477508951,1.00024259034501,1.00059234329078
16.4439553271849,86.630268281816,48.9027568686118,49.2686353738207,0.1,1.64439553271849,4.89027568686118,1.00059579606997,1.00005023266153
10.9054223207504,116.589627823864,27.6958135954217,93.113712601045,0.158489319246111,1.72839295970709,4.38949064270558,1.00340836517746,1.00039959875468
6.40203435818378,145.290476092816,26.6366769153705,152.000318670111,0.251188643150958,1.608118323838,6.69083073242236,1.01237292068782,1.00162844169324
3.94141330816517,169.393030617529,21.1774117762624,216.662860184655,0.398107170553497,1.56910490009553,8.43087948189412,1.02715787000647,1.00002405805102
2.4527786682916,188.7369742773,12.6387148876848,280.010095785055,0.630957344480194,1.54759871514294,7.97448998317587,1.04759099879512,1.00152097406099
1.58446147203171,204.558054191412,7.72080382320685,337.007193203115,1,1.58446147203171,7.72080382320685,1.07139880081131,1.00031511700709
0.977818997531462,218.732138925063,5.17076283373363,389.735589346399,1.58489319246111,1.54973867264676,8.19510681501537,1.0971476304072,1.00024712975679
0.615195351730299,233.939710084231,6.03539220678161,442.397169810603,2.51188643150958,1.5453008567391,15.1602197930534,1.12768382842031,1.00000128792843
0.378360570522402,252.962047917878,3.2412625442882,502.683356359316,3.98107170553497,1.50628056179681,12.9036986052761,1.16620255267482,1.00004586553972
0.271367738540528,279.325378282735,2.20021716964431,581.194353056746,6.30957344480194,1.71221467687127,13.882431826385,1.21783235954832,1.000032973526
0.172036033015957,315.411042644293,1.43954560390072,693.844953109066,10,1.72036033015957,14.3954560390072,1.27952572255798,1.00002478597348
0.12617013326053,364.543487695774,0.276997520933532,883.463571119114,15.8489319246111,1.99966185296526,4.3901148525616,1.34863853518466,1.01995221520219
0.0937810829530188,430.51801959905,0.190227390173642,1226.81107716462,25.1188643150958,2.35567429801962,4.77829600278651,1.41985412523033,1.07287915909117
0.0749195348000506,521.404828892184,0.13825952197938,1844.77277626148,39.8107170553498,2.98260040184324,5.504210709729,1.49636076783203,1.1439353237569
0.061721059427147,649.37513472409,0.116071991471875,3009.52038645695,63.0957344480194,3.89433557546569,7.32364755076218,1.58325267772383,1.22810833584192
0.0561687415974131,835.173005611709,0.0964770470552657,5358.70141772348,100,5.61687415974131,9.64770470552657,1.69403460074296,1.33179944007484
0.0485321267487814,1117.05683368299,0.093562921403365,10383.5234578816,158.489319246111,7.69182372998036,14.8287237198967,1.85836017440902,1.46735435605995
0.0428803816177902,1546.25322552346,0.0846475992472464,21637.0004573639,251.188643150958,10.771064876368,21.2625156009019,2.09785539516588,1.65627251762086
0.0433974865990965,2206.84184434618,0.0833666145954907,47382.5297660819,398.107170553498,17.2768505990996,33.1888470552347,2.44387024072958,1.91331715174053
0.0393795873452973,3232.17836926685,0.0783800378069526,107904.997456671,630.957344480194,24.8468398581146,49.454460514932,2.93190038353888,2.27277042636969
0.0364822295536591,4816.13570048218,0.0730410855387498,251899.395810215,1000,36.4822295536591,73.0410855387498,3.59005603491425,2.75697997721351
